Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1789667733,100,,Aggregated,97.300000,0.000000,720,850,900,940,1100,1200,1300,1400,1500,1500,1500,2492,0,720,700.6794239165365,3.4102999925380573,1498.310599999968,126.73033707865169
1789667734,100,,Aggregated,95.700000,0.000000,720,840,890,930,1000,1200,1300,1400,1500,1500,1500,2598,0,720,697.7933329099542,3.4102999925380573,1498.310599999968,126.46497305619708
1789667735,100,,Aggregated,94.900000,0.000000,720,840,890,920,1000,1200,1300,1400,1500,1500,1500,2696,0,720,698.0605307863517,3.4102999925380573,1498.310599999968,126.04339762611276
1789667736,100,,Aggregated,93.400000,0.000000,720,840,890,930,1000,1100,1300,1400,1500,1500,1500,2775,0,720,700.2114032072055,3.4102999925380573,1498.310599999968,125.57441441441442
1789667737,100,,Aggregated,92.900000,0.000000,720,840,890,930,1000,1100,1300,1400,1500,1500,1500,2897,0,720,699.6980383845274,3.4102999925380573,1498.310599999968,125.17949603037626
1789667738,100,,Aggregated,94.100000,0.000000,720,840,890,920,1000,1100,1300,1400,1500,1500,1500,2985,0,720,700.4670477051927,3.4102999925380573,1498.310599999968,125.25058626465662
1789667739,100,,Aggregated,93.300000,0.000000,720,840,890,920,1000,1100,1300,1300,1500,1500,1500,3033,0,720,703.540382822324,3.4102999925380573,1498.310599999968,125.42268381140785
1789667740,100,,Aggregated,96.600000,0.000000,730,850,900,940,1100,1200,1300,1400,1500,1500,1500,3135,0,730,714.8260516747018,3.4102999925380573,1498.310599999968,125.58309409888358
1789667741,100,,Aggregated,95.700000,0.000000,740,860,910,950,1100,1200,1300,1300,1500,1500,1500,3232,0,740,721.7738590965887,3.4102999925380573,1498.310599999968,125.6875
1789667742,100,,Aggregated,91.800000,0.000000,740,850,910,950,1100,1200,1300,1300,1500,1500,1500,3327,0,740,721.9877404569306,3.4102999925380573,1498.310599999968,125.66095581605049
1789667743,100,,Aggregated,92.600000,0.000000,750,850,910,950,1100,1200,1300,1300,1500,1500,1500,3375,0,750,723.347914281531,3.4102999925380573,1498.310599999968,125.6717037037037
1789667744,100,,Aggregated,93.100000,0.000000,750,860,920,960,1100,1200,1300,1300,1500,1500,1500,3464,0,750,734.7548626443886,3.4102999925380573,1498.310599999968,126.17234411085451
1789667745,100,,Aggregated,92.000000,0.000000,760,870,930,980,1100,1200,1300,1300,1500,1500,1500,3548,0,760,742.9060968996855,3.4102999925380573,1498.310599999968,126.31228861330327
1789667746,100,,Aggregated,86.900000,0.000000,760,870,930,980,1100,1200,1300,1300,1500,1500,1500,3609,0,760,744.4163763646551,3.4102999925380573,1498.310599999968,126.31947908007758
1789667747,100,,Aggregated,85.300000,0.000000,770,880,940,990,1100,1200,1300,1300,1500,1500,1500,3689,0,770,751.5515956628043,3.4102999925380573,1498.310599999968,126.54567633505015
1789667748,100,,Aggregated,85.100000,0.000000,770,880,950,1000,1100,1200,1300,1300,1500,1500,1500,3795,0,770,753.7126755731299,3.4102999925380573,1498.310599999968,126.61791831357048
1789667749,100,,Aggregated,81.600000,0.000000,770,880,950,990,1100,1200,1300,1300,1500,1500,1500,3857,0,770,753.7864487425421,3.4102999925380573,1498.310599999968,126.41379310344827
1789667750,100,,Aggregated,77.900000,0.000000,780,880,950,1000,1200,1200,1300,1400,1500,1500,1500,3916,0,780,760.2868916241048,3.4102999925380573,1498.310599999968,126.49693564862105
1789667751,100,,Aggregated,79.300000,0.000000,790,890,960,1000,1200,1300,1300,1400,1500,1600,1600,4003,0,790,769.834565101177,3.4102999925380573,1578.5227000014856,126.66400199850112
1789667752,100,,Aggregated,82.000000,0.000000,790,900,970,1000,1200,1300,1300,1400,1500,1600,1600,4100,0,790,772.4340090975801,3.4102999925380573,1578.5227000014856,126.66219512195121
1789667753,100,,Aggregated,77.900000,0.000000,800,900,970,1000,1200,1300,1300,1400,1500,1600,1600,4177,0,800,773.2636619104647,3.4102999925380573,1578.5227000014856,126.748384007661
1789667755,100,,Aggregated,76.900000,0.000000,800,900,980,1000,1200,1300,1300,1400,1500,1600,1600,4262,0,800,776.7965507977516,3.4102999925380573,1578.5227000014856,126.77686532144533
1789667756,100,,Aggregated,80.000000,0.000000,800,900,980,1000,1200,1200,1300,1400,1500,1600,1600,4353,0,800,777.3949454169756,3.4102999925380573,1578.5227000014856,126.75970594991959
1789667757,100,,Aggregated,80.000000,0.000000,810,900,970,1000,1200,1200,1300,1400,1500,1600,1600,4453,0,810,778.235930114524,3.4102999925380573,1578.5227000014856,126.8286548394341
1789667758,100,,Aggregated,79.200000,0.000000,810,900,970,1000,1200,1200,1300,1400,1500,1600,1600,4536,0,810,778.7720920634938,3.4102999925380573,1578.5227000014856,126.78747795414462
1789667759,100,,Aggregated,79.200000,0.000000,810,900,970,1000,1200,1200,1300,1400,1500,1600,1600,4619,0,810,778.2978077073154,3.4102999925380573,1578.5227000014856,126.67049144836545
1789667760,100,,Aggregated,84.400000,0.000000,810,910,970,1000,1100,1200,1300,1400,1500,1600,1600,4703,0,810,780.716792217763,3.4102999925380573,1578.5227000014856,126.88709334467362
1789667761,100,,Aggregated,82.300000,0.000000,810,910,980,1000,1100,1200,1300,1400,1500,1600,1600,4777,0,810,783.448473330563,3.4102999925380573,1578.5227000014856,126.86623403809922
1789667762,100,,Aggregated,84.300000,0.000000,820,910,980,1000,1200,1200,1300,1400,1600,1800,1800,4819,0,820,787.1907579996164,3.4102999925380573,1750.9145000076387,126.72732932143599
1789667763,100,,Aggregated,84.300000,0.000000,820,920,990,1000,1200,1300,1400,1600,1800,1900,1900,4891,0,820,798.6308580249711,3.4102999925380573,1860.6855000107316,126.91739930484563
1789667764,100,,Aggregated,81.300000,0.000000,830,920,990,1000,1200,1300,1500,1600,1800,1900,1900,4936,0,830,804.1988908023027,3.4102999925380573,1860.6855000107316,126.77451377633712
1789667765,100,,Aggregated,79.100000,0.000000,830,930,1000,1000,1200,1300,1600,1700,1800,1900,1900,5040,0,830,810.6231927579724,3.4102999925380573,1860.6855000107316,126.74246031746031
1789667766,100,,Aggregated,75.400000,0.000000,830,930,1000,1100,1200,1300,1600,1700,1800,1900,1900,5162,0,830,815.2692951182119,3.4102999925380573,1860.6855000107316,126.78826036419993
